Line;File;TrnID;Time;Min;ON;OpThreshold;ClksThisMin;SpClass;Qn;ICIgood;tWUTrisk;Marked;Start;NofClx;nActualClx;medianKHz;avEndF;nRisingIPIs;avSPL;avPkAt;avBWx8;TrDur_us;AvPRF;nICIrising;MinICI_us;midpointICI;MaxICI_us;ClkNofMinICI;ClkNofMaxICI;NofClstrs;avClstrNx8;avclF0;avclF1;avPkIPI;BeforeIPIratio;PreIPIratio;Post1IPIratio;Post2IPIratio;EndIPIratio;EncSpN;Timedrift;Time_adj;Day;Time_CET;HP;Time_UTC
13396;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;46;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;7786168;10;10;126;131;4;46;6;15;9980;1002;3;195;198;208;4;3;10;8;0;0;31;2.08;0.99;0.94;1.02;1.01;n/a;-112.105.263.157.895;2022-08-11 17:31:37.809787;223;NA;0;2022-08-11 15:31:38.93084
13397;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;47;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;7788957;14;14;126;129;7;44;5;15;15765;888;4;188;205;385;12;10;14;8;0;0;31;2.06;0.98;0.94;0.98;1;n/a;-112.105.263.157.895;2022-08-11 17:31:37.823732;223;NA;0;2022-08-11 15:31:38.944785
13398;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;57;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;3;FALSE;8112788;5;5;124;126;4;42;1;15;4887;1023;0;195;196;196;4;2;5;8;0;0;31;2.14;1;0.96;0.95;0.97;n/a;-112.105.263.157.895;2022-08-11 17:31:39.442887;223;NA;0;2022-08-11 15:31:40.56394
13399;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;58;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11651075;16;16;127;126;4;48;6;15;62500;256;3;669;792;1621;16;7;16;8;0;0;35;2.05;1.13;0.91;1.09;1.02;n/a;-112.105.263.157.895;2022-08-11 17:31:57.134322;223;NA;0;2022-08-11 15:31:58.255375
13400;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;62;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11700604;15;15;127;134;2;44;6;15;26595;564;2;335;354;699;14;11;15;8;0;0;30;2.14;1.04;0.89;1;1;n/a;-112.105.263.157.895;2022-08-11 17:31:57.381967;223;NA;0;2022-08-11 15:31:58.50302
13401;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;63;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11726623;12;12;126;129;5;48;5;15;15625;768;5;253;253;269;6;10;12;8;0;0;31;2.06;1.02;0.94;0.97;0.99;n/a;-112.105.263.157.895;2022-08-11 17:31:57.512062;223;NA;0;2022-08-11 15:31:58.633115
13402;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;65;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11735946;29;29;126;128;19;46;5;15;39455;735;13;244;247;263;29;12;29;8;0;0;31;2.06;1.05;0.94;0.97;0.99;n/a;-112.105.263.157.895;2022-08-11 17:31:57.558677;223;NA;0;2022-08-11 15:31:58.67973
13403;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;66;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11744074;17;17;126;128;15;46;6;15;21276;799;9;243;258;500;3;13;17;8;0;0;31;2.09;1.01;0.95;0.97;0.99;n/a;-112.105.263.157.895;2022-08-11 17:31:57.599317;223;NA;0;2022-08-11 15:31:58.72037
13404;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;67;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11749581;13;13;125;125;11;46;6;15;18335;709;6;238;495;495;13;6;13;8;0;0;31;2.08;1;0.94;0.96;0.97;n/a;-112.105.263.157.895;2022-08-11 17:31:57.626852;223;NA;0;2022-08-11 15:31:58.747905
13405;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;68;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11753771;12;39;125;127;35;46;5;15;14687;817;18;233;245;494;30;13;39;8;0;0;31;2.16;1;0.94;0.97;0.98;n/a;-112.105.263.157.895;2022-08-11 17:31:57.647802;223;NA;0;2022-08-11 15:31:58.768855
13406;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;69;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11764443;9;9;125;125;9;46;5;12;10701;841;4;230;245;245;9;4;9;8;0;0;31;2.23;1.01;0.95;0.96;0.97;n/a;-112.105.263.157.895;2022-08-11 17:31:57.701162;223;NA;0;2022-08-11 15:31:58.822215
13407;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;72;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11774581;21;21;126;127;16;46;6;15;26683;787;10;222;223;240;17;18;21;8;0;0;31;2.15;1;0.94;0.96;0.98;n/a;-112.105.263.157.895;2022-08-11 17:31:57.751852;223;NA;0;2022-08-11 15:31:58.872905
13408;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;73;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11780583;16;16;125;124;13;46;6;15;18181;880;7;220;224;234;4;6;16;8;0;0;31;2.08;1.01;0.94;0.97;0.96;n/a;-112.105.263.157.895;2022-08-11 17:31:57.781862;223;NA;0;2022-08-11 15:31:58.902915
13409;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;74;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11784893;8;8;126;125;5;44;6;15;9049;884;4;218;225;233;3;2;8;8;0;0;31;2.09;1.02;0.94;0.96;0.97;n/a;-112.105.263.157.895;2022-08-11 17:31:57.803412;223;NA;0;2022-08-11 15:31:58.924465
13410;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;77;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11796436;16;16;126;129;7;46;5;15;17334;923;6;208;217;429;16;14;16;8;0;0;31;2.15;1;0.94;0.94;1;n/a;-112.105.263.157.895;2022-08-11 17:31:57.861127;223;NA;0;2022-08-11 15:31:58.98218
13411;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;78;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11811124;13;13;126;133;2;48;7;15;15662;830;4;201;205;214;10;8;13;8;0;0;30;2.13;1.05;0.91;0.94;1;n/a;-112.105.263.157.895;2022-08-11 17:31:57.934567;223;NA;0;2022-08-11 15:31:59.05562
13412;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;79;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;no;0;FALSE;11816878;10;10;126;134;1;50;6;15;15723;636;5;194;404;409;10;3;10;8;0;0;30;2.18;1.04;0.9;0.91;1.01;n/a;-112.105.263.157.895;2022-08-11 17:31:57.963337;223;NA;0;2022-08-11 15:31:59.08439
13413;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;80;11/08/22 17:31;64489891;TRUE;2;1954;NBHF;Mod;yes;0;FALSE;11971991;12;12;126;131;2;50;6;15;57692;208;0;741;839;939;12;2;12;8;0;0;31;2.11;1.01;0.93;1;1.01;n/a;-112.105.263.157.895;2022-08-11 17:31:58.738902;223;NA;0;2022-08-11 15:31:59.859955
13442;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;5;12/08/22 01:09;64490349;TRUE;0;558;NBHF;Mod;yes;0;FALSE;3459174;8;8;126;131;2;28;4;15;160000;50;3;3819;3907;4147;2;6;8;8;0;0;31;1.94;1;1.01;0.95;1.02;n/a;-115.631.578.947.369;2022-08-12 01:09:16.139554;224;NA;0;2022-08-11 23:09:17.29587
13443;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;6;12/08/22 01:09;64490349;TRUE;0;558;NBHF;High;yes;0;FALSE;3885893;9;9;125;128;3;32;3;15;140625;64;4;3017;3180;3235;2;8;9;8;0;0;31;0;1.03;0.97;0.98;0.99;n/a;-115.631.578.947.369;2022-08-12 01:09:18.273149;224;NA;0;2022-08-11 23:09:19.429465
13447;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;1;12/08/22 01:10;64490350;TRUE;0;247;NBHF;Mod;yes;0;FALSE;262305;7;7;128;134;5;25;2;15;112903;62;3;3050;3104;3585;4;7;7;8;0;0;31;0;1.01;0.98;0.97;1.04;n/a;-115.631.578.947.369;2022-08-12 01:10:00.155209;224;NA;1;2022-08-11 23:10:01.311525
13577;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;2;12/08/22 03:34;64490494;TRUE;0;1162;NBHF;High;yes;0;FALSE;770591;18;18;126;128;7;20;3;15;65217;276;0;636;726;837;18;2;18;8;0;0;32;3.21;1.18;1.02;1.02;1.02;n/a;-115.631.578.947.369;2022-08-12 03:34:02.696639;224;NA;0;2022-08-12 01:34:03.852955
13578;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;3;12/08/22 03:34;64490494;TRUE;0;1162;NBHF;Mod;yes;0;FALSE;792202;5;5;125;128;1;19;3;3;13192;379;1;523;534;534;4;2;5;8;0;0;32;2.96;1;1.01;1.05;1.02;n/a;-115.631.578.947.369;2022-08-12 03:34:02.804694;224;NA;0;2022-08-12 01:34:03.96101
13579;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;4;12/08/22 03:34;64490494;TRUE;0;1162;NBHF;Mod;yes;0;FALSE;796356;8;8;125;126;5;20;4;15;19559;409;1;481;493;498;7;2;8;8;0;0;31;2.56;1.13;0.98;0.99;0.98;n/a;-115.631.578.947.369;2022-08-12 03:34:02.825464;224;NA;0;2022-08-12 01:34:03.98178
13580;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;13;12/08/22 03:34;64490494;TRUE;0;1162;NBHF;Mod;yes;0;FALSE;10072340;16;16;127;130;7;20;3;15;20460;782;4;253;256;260;13;2;16;8;0;0;31;2.29;1.09;0.99;1;1.01;n/a;-115.631.578.947.369;2022-08-12 03:34:49.205384;224;NA;0;2022-08-12 01:34:50.3617
13581;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;1;12/08/22 03:53;64490513;TRUE;0;2325;NBHF;Mod;yes;0;FALSE;1795749;43;43;127;130;33;24;2;15;159851;269;5;518;692;1473;43;18;43;8;0;0;31;3.15;1.03;0.99;1;1.01;n/a;-115.631.578.947.369;2022-08-12 03:53:07.822429;224;NA;0;2022-08-12 01:53:08.978745
13582;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;2;12/08/22 03:53;64490513;TRUE;0;2325;NBHF;Mod;yes;0;FALSE;1837468;12;12;128;130;11;25;3;15;26373;455;5;422;446;882;11;7;12;8;0;0;30;2.78;1.03;0.96;0.96;0.97;n/a;-115.631.578.947.369;2022-08-12 03:53:08.031024;224;NA;0;2022-08-12 01:53:09.18734
13583;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;3;12/08/22 03:53;64490513;TRUE;0;2325;NBHF;Mod;yes;0;FALSE;1847671;23;23;127;129;13;24;2;15;45098;510;8;341;371;750;23;10;23;8;0;0;31;3.18;1.05;0.99;1;1;n/a;-115.631.578.947.369;2022-08-12 03:53:08.082039;224;NA;0;2022-08-12 01:53:09.238355
13584;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;6;12/08/22 03:53;64490513;TRUE;0;2325;NBHF;Mod;yes;0;FALSE;1870764;12;12;127;128;8;24;2;15;15852;757;5;258;264;269;2;3;12;8;0;0;31;2.71;1.01;0.99;1;0.99;n/a;-115.631.578.947.369;2022-08-12 03:53:08.197504;224;NA;0;2022-08-12 01:53:09.35382
13585;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;8;12/08/22 03:53;64490513;TRUE;0;2325;NBHF;Mod;yes;0;FALSE;1887471;11;11;128;133;7;24;2;15;14066;782;4;254;257;258;3;2;11;8;0;0;31;3.48;1.16;1;1;1.03;n/a;-115.631.578.947.369;2022-08-12 03:53:08.281039;224;NA;0;2022-08-12 01:53:09.437355
13586;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;12;12/08/22 03:53;64490513;TRUE;0;2325;NBHF;Mod;yes;0;FALSE;1918332;27;27;127;131;18;24;2;15;31727;851;13;231;235;472;21;10;27;8;0;0;31;3.15;1.11;0.99;1;1.01;n/a;-115.631.578.947.369;2022-08-12 03:53:08.435344;224;NA;0;2022-08-12 01:53:09.59166
13587;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;15;12/08/22 03:53;64490513;TRUE;0;2325;NBHF;Mod;yes;0;FALSE;1941975;15;15;127;133;13;23;2;15;18750;800;4;216;221;444;15;10;15;8;0;0;31;3.26;1;0.98;1.02;1.03;n/a;-115.631.578.947.369;2022-08-12 03:53:08.553559;224;NA;0;2022-08-12 01:53:09.709875
13588;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;19;12/08/22 03:53;64490513;TRUE;0;2325;NBHF;Mod;yes;1;FALSE;1974548;11;11;127;130;9;25;2;15;12820;858;5;194;201;393;4;9;11;8;0;0;30;2.52;1.16;0.95;0.98;0.97;n/a;-115.631.578.947.369;2022-08-12 03:53:08.716424;224;NA;0;2022-08-12 01:53:09.87274
13589;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;20;12/08/22 03:53;64490513;TRUE;0;2325;NBHF;Mod;no;0;FALSE;2123142;10;10;129;131;4;23;2;15;91743;109;0;1339;1586;1846;10;2;10;8;0;0;31;2.32;1.18;1;1.01;1.01;n/a;-115.631.578.947.369;2022-08-12 03:53:09.459394;224;NA;0;2022-08-12 01:53:10.61571
13590;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;25;12/08/22 03:53;64490513;TRUE;0;2325;NBHF;Mod;yes;1;FALSE;2249895;11;11;129;132;4;24;1;15;15193;724;3;223;236;236;6;5;11;8;0;0;31;4.03;1.19;0.99;1.02;1.02;n/a;-115.631.578.947.369;2022-08-12 03:53:10.093159;224;NA;0;2022-08-12 01:53:11.249475
13591;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;27;12/08/22 03:53;64490513;TRUE;0;2325;NBHF;Mod;yes;1;FALSE;2261900;8;8;127;129;5;25;1;15;8879;901;2;220;222;223;7;2;8;8;0;0;31;2.5;1.34;0.98;1.04;1;n/a;-115.631.578.947.369;2022-08-12 03:53:10.153184;224;NA;0;2022-08-12 01:53:11.3095
13786;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;1;12/08/22 13:53;64491113;TRUE;1;5293;NBHF;Mod;yes;0;FALSE;427909;6;6;126;135;3;406;5;1;315789;19;0;8599;12353;12756;6;2;6;8;0;0;32;3.72;0.99;1.02;1.02;1.08;n/a;-115.631.578.947.369;2022-08-12 13:53:00.983229;224;NA;1;2022-08-12 11:53:02.139545
13887;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;46;12/08/22 13:56;64491116;TRUE;1;2344;NBHF;Mod;yes;0;FALSE;10662615;24;24;127;130;12;23;4;15;44776;536;8;340;376;774;24;8;24;8;0;0;31;1.97;0.98;0.97;0.99;1.01;n/a;-115.631.578.947.369;2022-08-12 13:56:52.156759;224;NA;0;2022-08-12 11:56:53.313075
13888;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;49;12/08/22 13:56;64491116;TRUE;1;2344;NBHF;Mod;yes;0;FALSE;10711609;9;9;127;128;4;24;5;15;11320;795;3;249;249;504;4;5;9;8;0;0;31;1.97;0.99;0.96;1;0.99;n/a;-115.631.578.947.369;2022-08-12 13:56:52.401729;224;NA;0;2022-08-12 11:56:53.558045
13889;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;50;12/08/22 13:56;64491116;TRUE;1;2344;NBHF;Mod;yes;0;FALSE;10718110;14;14;127;131;11;25;4;15;21244;659;5;242;243;251;11;3;14;8;0;0;31;2.31;0.99;0.96;0.99;1.01;n/a;-115.631.578.947.369;2022-08-12 13:56:52.434234;224;NA;0;2022-08-12 11:56:53.59055
13890;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;51;12/08/22 13:56;64491116;TRUE;1;2344;NBHF;Mod;yes;0;FALSE;10724502;13;13;126;127;8;24;4;15;15757;825;4;238;240;247;3;7;13;8;0;0;31;1.99;1;0.98;0.97;0.98;n/a;-115.631.578.947.369;2022-08-12 13:56:52.466194;224;NA;0;2022-08-12 11:56:53.62251
13891;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;52;12/08/22 13:56;64491116;TRUE;1;2344;NBHF;Mod;yes;0;FALSE;10730788;14;14;126;131;8;25;5;15;19283;726;3;236;236;244;7;8;14;8;0;0;32;2.13;0.98;1.02;1.01;1.05;n/a;-115.631.578.947.369;2022-08-12 13:56:52.497624;224;NA;0;2022-08-12 11:56:53.65394
13892;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;53;12/08/22 13:56;64491116;TRUE;1;2344;NBHF;Mod;yes;0;FALSE;10734610;26;26;127;127;15;25;4;15;30588;850;10;230;235;472;23;10;26;8;0;0;31;2.54;1.03;0.98;0.97;0.98;n/a;-115.631.578.947.369;2022-08-12 13:56:52.516734;224;NA;0;2022-08-12 11:56:53.67305
13893;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;54;12/08/22 13:56;64491116;TRUE;1;2344;NBHF;Mod;yes;0;FALSE;10743063;8;8;127;129;4;23;4;15;9269;863;3;229;230;235;2;3;8;8;0;0;31;2;1;0.98;0.97;1;n/a;-115.631.578.947.369;2022-08-12 13:56:52.558999;224;NA;0;2022-08-12 11:56:53.715315
13894;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;55;12/08/22 13:56;64491116;TRUE;1;2344;NBHF;Mod;yes;0;FALSE;10748592;19;19;127;131;14;24;4;15;23809;798;9;223;227;453;19;15;19;8;0;0;31;2.94;1.06;0.98;0.98;1.02;n/a;-115.631.578.947.369;2022-08-12 13:56:52.586644;224;NA;0;2022-08-12 11:56:53.74296
13968;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;3;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;High;yes;0;FALSE;2754356;323;323;129;131;249;30;5;12;570671;566;127;206;259;1278;314;2;323;8;0;0;31;3.25;0.99;1;1;1.01;n/a;-122.684.210.526.316;2022-08-14 11:07:12.544938;226;NA;0;2022-08-14 09:07:13.77178
13969;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;4;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;High;yes;0;FALSE;2873216;70;70;129;130;40;30;5;15;80367;871;32;207;233;459;2;40;70;8;0;0;31;3.02;1.02;1;1;1;n/a;-122.684.210.526.316;2022-08-14 11:07:13.139238;226;NA;0;2022-08-14 09:07:14.36608
13970;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;5;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;Mod;yes;0;FALSE;2891091;12;12;129;130;9;30;4;15;13392;896;5;219;226;228;4;3;12;8;0;0;31;3.38;1.09;0.99;1;1.01;n/a;-122.684.210.526.316;2022-08-14 11:07:13.228613;226;NA;0;2022-08-14 09:07:14.455455
13971;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;6;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;Mod;yes;0;FALSE;2894432;8;8;129;131;4;32;5;15;8849;904;3;219;221;440;7;5;8;8;0;0;31;1.97;0.97;0.99;1;1.02;n/a;-122.684.210.526.316;2022-08-14 11:07:13.245318;226;NA;0;2022-08-14 09:07:14.47216
13972;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;7;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;High;yes;0;FALSE;2896446;65;65;129;131;49;29;5;11;69892;930;29;197;218;431;2;33;65;8;0;0;31;3.47;0.98;1;0.99;1.01;n/a;-122.684.210.526.316;2022-08-14 11:07:13.255388;226;NA;0;2022-08-14 09:07:14.48223
13973;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;8;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;High;yes;0;FALSE;2914393;37;37;129;132;22;30;4;15;40043;924;17;200;205;213;23;9;37;8;0;0;31;3.02;1.11;1;0.99;1.02;n/a;-122.684.210.526.316;2022-08-14 11:07:13.345123;226;NA;0;2022-08-14 09:07:14.571965
13974;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;9;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;Mod;yes;0;FALSE;2922586;19;19;129;133;13;31;5;5;19019;999;7;195;200;206;4;3;19;8;0;0;31;2.87;0.98;1;1;1.03;n/a;-122.684.210.526.316;2022-08-14 11:07:13.386088;226;NA;0;2022-08-14 09:07:14.61293
13975;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;10;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;Mod;yes;0;FALSE;2928966;16;16;128;130;11;28;4;9;17621;908;8;189;195;391;14;11;16;8;0;0;31;2.55;0.99;1.01;0.99;1;n/a;-122.684.210.526.316;2022-08-14 11:07:13.417988;226;NA;0;2022-08-14 09:07:14.64483
13976;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;11;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;Mod;yes;0;FALSE;2932684;11;11;128;132;6;28;4;5;10669;1031;5;189;192;199;3;2;11;8;0;0;31;2.8;0.99;1;1;1.02;n/a;-122.684.210.526.316;2022-08-14 11:07:13.436578;226;NA;0;2022-08-14 09:07:14.66342
13977;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;15;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;Mod;yes;7;FALSE;7280117;10;10;128;131;5;28;3;15;30303;330;0;583;612;636;10;2;10;8;0;0;31;2.54;1.55;0.98;1;1.01;n/a;-122.684.210.526.316;2022-08-14 11:07:35.173743;226;NA;0;2022-08-14 09:07:36.400585
13978;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;17;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;Mod;yes;0;FALSE;7299842;8;8;129;132;5;28;5;15;17817;449;1;438;448;456;7;2;8;8;0;0;31;4.01;0.96;1;0.99;1.02;n/a;-122.684.210.526.316;2022-08-14 11:07:35.272368;226;NA;0;2022-08-14 09:07:36.49921
13979;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;18;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;Mod;yes;0;FALSE;7307165;12;12;128;130;4;30;4;15;29197;411;3;380;394;787;11;7;12;8;0;0;31;3.25;0.98;0.98;1;1.01;n/a;-122.684.210.526.316;2022-08-14 11:07:35.308983;226;NA;0;2022-08-14 09:07:36.535825
13980;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;27;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;Mod;yes;0;FALSE;8018675;13;13;129;132;9;30;3;15;17310;751;4;225;230;466;13;9;13;8;0;0;30;3.91;1.01;0.97;0.96;0.99;n/a;-122.684.210.526.316;2022-08-14 11:07:38.866533;226;NA;0;2022-08-14 09:07:40.093375
13981;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;28;14/08/22 11:07;64493827;TRUE;1;3750;NBHF;Mod;yes;0;FALSE;8023052;18;40;128;130;29;32;3;15;20477;879;17;219;223;424;36;19;40;8;0;0;31;4.01;1.22;0.99;1;1.01;n/a;-122.684.210.526.316;2022-08-14 11:07:38.888418;226;NA;0;2022-08-14 09:07:40.11526
13982;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;1;14/08/22 11:08;64493828;TRUE;1;3118;NBHF;Mod;yes;0;FALSE;380867;15;30;128;130;19;24;4;15;70754;212;9;590;982;1468;30;16;30;8;0;0;31;2.76;0.97;0.99;0.99;1;n/a;-122.684.210.526.316;2022-08-14 11:08:00.677493;226;NA;0;2022-08-14 09:08:01.904335
13983;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;3;14/08/22 11:08;64493828;TRUE;1;3118;NBHF;Mod;yes;0;FALSE;421450;13;13;129;134;6;24;3;15;28384;458;4;417;441;869;12;9;13;8;0;0;31;3.92;1.26;1.01;0.99;1.04;n/a;-122.684.210.526.316;2022-08-14 11:08:00.880408;226;NA;0;2022-08-14 09:08:02.10725
13984;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;5;14/08/22 11:08;64493828;TRUE;1;3118;NBHF;Mod;yes;0;FALSE;440322;14;14;128;128;9;25;3;15;26119;536;3;316;329;647;14;11;14;8;0;0;31;2.9;1.14;1.02;0.98;1;n/a;-122.684.210.526.316;2022-08-14 11:08:00.974768;226;NA;0;2022-08-14 09:08:02.20161
13985;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;8;14/08/22 11:08;64493828;TRUE;1;3118;NBHF;Mod;no;0;FALSE;456546;9;9;129;129;4;24;4;15;39301;229;4;774;782;1030;7;9;9;8;0;0;31;2.47;0.99;1;1.01;1;n/a;-122.684.210.526.316;2022-08-14 11:08:01.055888;226;NA;0;2022-08-14 09:08:02.28273
13986;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;9;14/08/22 11:08;64493828;TRUE;1;3118;NBHF;Mod;yes;0;FALSE;463794;15;15;129;130;8;27;4;15;19181;782;6;251;257;514;15;12;15;8;0;0;30;2.48;1.04;0.96;0.98;0.97;n/a;-122.684.210.526.316;2022-08-14 11:08:01.092128;226;NA;0;2022-08-14 09:08:02.31897
13987;GEast_20220728_000C_FPOD6893_u_PAL file0 PART 31d 5h 6m.FP3;12;14/08/22 11:08;64493828;TRUE;1;3118;NBHF;High;yes;0;FALSE;480691;22;22;129;131;17;25;4;15;26960;816;9;240;247;487;19;15;22;8;0;0;30;3.61;1;0.97;0.96;0.98;n/a;-122.684.210.526.316;2022-08-14 11:08:01.176613;226;NA;0;2022-08-14 09:08:02.403455
